	index	Id	v_type	attributes.osmid	attributes.tagvalue	attributes.tagname	Lon_x	Lat_x	attributes.resolution	attributes.h3index	lat	lon	Lat_y	Lon_y	Population	h3index	res	source	t	factID
8400	250	891fa8b3197ffff	h3place				10.14142	50.48863	9.0		50.48863329354401	10.141416129728846	50.48819444448483	10.140694444452556	1.2954004903781993	891fa8b3197ffff	9	data4good.population	2019	demographics.population
8401	251	891fa8b246bffff	h3place				10.15448	50.52271	9.0		50.52270723819597	10.154476982425503	50.52319444448486	10.152916666674788	2.113882866535031	891fa8b246bffff	9	data4good.population	2019	demographics.population
8497	100	891fad4ca7bffff	h3place				10.36958	50.56201	9.0		50.562014521616774	10.369577423980003	50.561250000040445	10.370416666674965	3.5366886390957952	891fad4ca7bffff	9	data4good.population	2019	demographics.population
8639	102	891fad4c077ffff	h3place				10.3048	50.59425	9.0		50.59425025882494	10.304796844235222	50.59375000004047	10.303194444452686	1.2691787711185534	891fad4c077ffff	9	data4good.population	2019	demographics.population
8724	255	891fad41a27ffff	h3place				10.19198	50.63984	9.0		50.6398387866045	10.191979037628114	50.640416666707175	10.194027777785932	0.9150634631258228	891fad41a27ffff	9	data4good.population	2019	demographics.population
8799	256	891fad4cb67ffff	h3place				10.41311	50.56582	9.0		50.56582324374514	10.413109847234274	50.56652777781823	10.411805555563884	3.5366886390957952	891fad4cb67ffff	9	data4good.population	2019	demographics.population
8808	260	891fa8b1da3ffff	h3place				10.24223	50.43938	9.0		50.43938397371066	10.2422269856094	50.43986111115146	10.240972222230416	1.1159441358328408	891fa8b1da3ffff	9	data4good.population	2019	demographics.population
8810	261	891fa8b60a3ffff	h3place				10.4181	50.54349	9.0		50.54348852921454	10.41809894432699	50.544583333373765	10.417638888897224	3.5366886390957952	891fa8b60a3ffff	9	data4good.population	2019	demographics.population
8812	262	891fa8b711bffff	h3place				10.37434	50.49916	9.0		50.499163090671814	10.374335922218341	50.49930555559595	10.375972222230525	1.068982994482304	891fa8b711bffff	9	data4good.population	2019	demographics.population
8814	303	891fa8b6593ffff	h3place				10.41795	50.56625	9.0		50.5662454688217	10.41794762331565	50.56708333337379	10.415972222230554	3.5366886390957952	891fa8b6593ffff	9	data4good.population	2019	demographics.population
9052	115	891fa8b08d7ffff	h3place				10.27156	50.45972	9.0		50.45971838849278	10.271556354166416	50.45875000004036	10.27097222223044	1.2967513838583256	891fa8b08d7ffff	9	data4good.population	2019	demographics.population
9266	116	891fad41387ffff	h3place				10.12345	50.66149	9.0		50.6614863715937	10.12344760713331	50.66152777781831	10.122638888896986	0.9957833470705706	891fad41387ffff	9	data4good.population	2019	demographics.population
9332	117	891fad4abafffff	h3place				10.15683	50.60637	9.0		50.60637312456675	10.156831363251312	50.605694444484925	10.157083333341458	3.184782488615641	891fad4abafffff	9	data4good.population	2019	demographics.population
9405	307	891fad4ee77ffff	h3place				10.33462	50.63227	9.0		50.632265513014886	10.334616603810428	50.63319444448495	10.332916666674931	0.9987194886679251	891fad4ee77ffff	9	data4good.population	2019	demographics.population
9444	309	891fa8b6553ffff	h3place				10.41212	50.55309	9.0		50.553087628147416	10.412119949120076	50.55291666670711	10.414305555563889	3.5366886390957952	891fa8b6553ffff	9	data4good.population	2019	demographics.population
9450	310	891fad4cebbffff	h3place				10.35645	50.59121	9.0		50.59121211823519	10.356453233808015	50.59236111115158	10.357638888897174	0.9501030550824334	891fad4cebbffff	9	data4good.population	2019	demographics.population
9489	312	891fa8b6557ffff	h3place				10.41696	50.55351	9.0		50.55350982397611	10.416956819716736	50.55402777781822	10.41513888889722	3.5366886390957952	891fa8b6557ffff	9	data4good.population	2019	demographics.population
9727	127	891fad4a917ffff	h3place				10.16202	50.62453	9.0		50.62452775159737	10.16201938617544	50.625138888929385	10.163472222230352	0.9772383940481996	891fad4a917ffff	9	data4good.population	2019	demographics.population
9747	316	891fad4cba7ffff	h3place				10.41894	50.57898	9.0		50.5789788995068	10.418938790910358	50.57819444448491	10.417361111119444	3.5366886390957952	891fad4cba7ffff	9	data4good.population	2019	demographics.population
9748	318	891fa8b2217ffff	h3place				10.15954	50.50038	9.0		50.5003834034731	10.159539011216049	50.50069444448484	10.161805555563683	2.113882866535031	891fa8b2217ffff	9	data4good.population	2019	demographics.population
9878	320	891fa8b017bffff	h3place				10.22754	50.46088	9.0		50.46087735977863	10.227543013570893	50.46180555559592	10.227361111119292	1.1159441358328408	891fa8b017bffff	9	data4good.population	2019	demographics.population
9935	321	891fad40863ffff	h3place				10.25659	50.69357	9.0		50.69357128631429	10.256586995473668	50.69375000004055	10.258472222230427	1.272925827499585	891fad40863ffff	9	data4good.population	2019	demographics.population
9986	322	891fad4a9abffff	h3place				10.16685	50.62496	9.0		50.62496043912843	10.1668539344891	50.62541666670717	10.16513888889702	0.9772383940481996	891fad4a9abffff	9	data4good.population	2019	demographics.population
10004	323	891fa8b712fffff	h3place				10.39424	50.49584	9.0		50.495841822589995	10.394237511262725	50.49708333337373	10.393194444452758	1.068982994482304	891fa8b712fffff	9	data4good.population	2019	demographics.population
10014	324	891fad4c063ffff	h3place				10.30267	50.59153	9.0		50.59153402350971	10.302668258873789	50.59208333337381	10.304861111119354	1.2691787711185534	891fad4c063ffff	9	data4good.population	2019	demographics.population
10029	355	891fad49c13ffff	h3place				10.06404	50.54493	9.0		50.544926812289305	10.064044523879852	50.544583333373765	10.066250000008052	13.51499928738336	891fad49c13ffff	9	data4good.population	2019	demographics.population
10085	134	891fad4cb37ffff	h3place				10.41951	50.57397	9.0		50.57397021828964	10.419509964229725	50.57347222226268	10.419861111119449	3.5366886390957952	891fad4cb37ffff	9	data4good.population	2019	demographics.population
10183	357	891fad4a983ffff	h3place				10.1566	50.6291	9.0		50.629095567097174	10.15659542230738	50.6287500000405	10.157638888897017	0.9772383940481996	891fad4a983ffff	9	data4good.population	2019	demographics.population
10204	358	891fad4ad07ffff	h3place				10.14575	50.63823	9.0		50.63822921160835	10.145745794652829	50.63930555559607	10.144861111119226	0.9772383940481996	891fad4ad07ffff	9	data4good.population	2019	demographics.population
10205	359	891fad4dc13ffff	h3place				10.30073	50.56607	9.0		50.56607437171572	10.300729174380765	50.56625000004045	10.30125000000824	1.0258616639570262	891fad4dc13ffff	9	data4good.population	2019	demographics.population
10293	361	891fa8b0177ffff	h3place				10.23449	50.46403	9.0		50.46402783897025	10.234489439203982	50.46402777781815	10.232916666674852	1.1159441358328408	891fa8b0177ffff	9	data4good.population	2019	demographics.population
10308	362	891fad4ad2bffff	h3place				10.15117	50.63366	9.0		50.633662720453394	10.151170891797019	50.633472222262725	10.152083333341457	0.9772383940481996	891fad4ad2bffff	9	data4good.population	2019	demographics.population
10427	363	891fad4d12fffff	h3place				10.28468	50.55707	9.0		50.557067855746816	10.284680022996257	50.55625000004044	10.286250000008229	1.0258616639570262	891fad4d12fffff	9	data4good.population	2019	demographics.population
10511	137	891fa8b64abffff	h3place				10.39704	50.55683	9.0		50.55682977722893	10.397037848143084	50.556805555596	10.39847222223054	3.5366886390957952	891fa8b64abffff	9	data4good.population	2019	demographics.population
10577	139	891fad4a903ffff	h3place				10.1599	50.62181	9.0		50.621810837318094	10.159896856873749	50.62291666670716	10.159861111119238	0.9772383940481996	891fad4a903ffff	9	data4good.population	2019	demographics.population
10644	366	891fad4c90bffff	h3place				10.4178	50.589	9.0		50.58899516161254	10.417796204325924	50.589027777818245	10.419583333341668	3.5366886390957952	891fad4c90bffff	9	data4good.population	2019	demographics.population
10730	367	891fad4cba3ffff	h3place				10.4141	50.57856	9.0		50.57855664527801	10.414100109008196	50.57847222226268	10.415416666674998	3.5366886390957952	891fad4cba3ffff	9	data4good.population	2019	demographics.population
10778	370	891fad49e83ffff	h3place				10.04864	50.53089	9.0		50.53088559383594	10.048644953985379	50.53097222226265	10.047916666674704	1.767848290285753	891fad49e83ffff	9	data4good.population	2019	demographics.population
10797	371	891fad4994fffff	h3place				10.11316	50.52153	9.0		50.521527584423964	10.113155854066349	50.52208333337375	10.115416666674758	2.113882866535031	891fad4994fffff	9	data4good.population	2019	demographics.population
10915	142	891fa8b64d3ffff	h3place				10.37499	50.55743	9.0		50.55742936679314	10.3749877817519	50.55736111115156	10.377083333341634	3.5366886390957952	891fa8b64d3ffff	9	data4good.population	2019	demographics.population
11201	143	891fa8b016bffff	h3place				10.23025	50.45859	9.0		50.458585051769695	10.230247185478824	50.458472222262586	10.22930555556374	1.1159441358328408	891fa8b016bffff	9	data4good.population	2019	demographics.population
11275	144	891fad48c03ffff	h3place				10.1302	50.58376	9.0		50.58376204779739	10.13020097965183	50.58319444448491	10.131250000008103	3.2200093858776166	891fad48c03ffff	9	data4good.population	2019	demographics.population
11338	376	891fad4ebafffff	h3place				10.39386	50.62735	9.0		50.62735334388081	10.393855776857697	50.62763888892939	10.396250000008315	1.355855329937861	891fad4ebafffff	9	data4good.population	2019	demographics.population
11344	377	891fa8b3287ffff	h3place				10.09555	50.46425	9.0		50.46425317801223	10.095549921402153	50.46430555559592	10.095972222230298	1.1261359242754372	891fa8b3287ffff	9	data4good.population	2019	demographics.population
11409	379	891fa8b56a3ffff	h3place				10.34357	50.44834	9.0		50.4483406548684	10.343569845627119	50.44791666670702	10.34430555556383	1.2103972155206473	891fa8b56a3ffff	9	data4good.population	2019	demographics.population
11422	380	891fad4cc3bffff	h3place				10.37466	50.60292	9.0		50.602922411204645	10.374657095748272	50.60263888892937	10.374583333341633	1.6851729299366347	891fad4cc3bffff	9	data4good.population	2019	demographics.population
11541	381	891fad484cfffff	h3place				10.03394	50.59277	9.0		50.59277133200991	10.03394311539248	50.59263888892936	10.035138888896917	1.5916491837771316	891fad484cfffff	9	data4good.population	2019	demographics.population
11598	382	891fad4cbb7ffff	h3place				10.41623	50.58127	9.0		50.58127198706125	10.416233730114177	50.58263888892935	10.415972222230554	3.5366886390957952	891fad4cbb7ffff	9	data4good.population	2019	demographics.population
11728	150	891fad4dd83ffff	h3place				10.334	50.57407	9.0		50.57406530908071	10.333997654421147	50.57402777781824	10.335694444452711	3.5366886390957952	891fad4dd83ffff	9	data4good.population	2019	demographics.population
11842	384	891fa8b264bffff	h3place				10.12729	50.50508	9.0		50.50508373222905	10.12728881866677	50.50541666670707	10.128194444452546	1.004830082656326	891fa8b264bffff	9	data4good.population	2019	demographics.population
11909	385	891fad4f2b3ffff	h3place				10.20422	50.59797	9.0		50.597969212783624	10.20421865642893	50.59791666670714	10.20263888889705	1.088668716745086	891fad4f2b3ffff	9	data4good.population	2019	demographics.population
11937	386	891fad4ca4fffff	h3place				10.36474	50.56159	9.0		50.5615903643467	10.364741329330325	50.56097222226267	10.363472222230511	3.5366886390957952	891fad4ca4fffff	9	data4good.population	2019	demographics.population
11951	387	891fa8b2e4bffff	h3place				10.2138	50.4951	9.0		50.49510464451878	10.213802992177566	50.4962500000404	10.213194444452617	1.2075445261301274	891fa8b2e4bffff	9	data4good.population	2019	demographics.population
11955	388	891fad4ab23ffff	h3place				10.15742	50.60137	9.0		50.60137080364697	10.157420742900355	50.6009722222627	10.155694444452568	3.184782488615641	891fad4ab23ffff	9	data4good.population	2019	demographics.population
11958	389	891fad4a9d3ffff	h3place				10.1448	50.62551	9.0		50.625512157730576	10.144804624254666	50.62680555559606	10.14569444445256	0.9772383940481996	891fad4a9d3ffff	9	data4good.population	2019	demographics.population
11968	390	891fad4a9b3ffff	h3place				10.16627	50.62996	9.0		50.62996123730623	10.166265003181632	50.62847222226272	10.166805555563688	0.9772383940481996	891fad4a9b3ffff	9	data4good.population	2019	demographics.population
12112	151	891fad4c957ffff	h3place				10.41296	50.58857	9.0		50.58857280676369	10.412956864701405	50.5895833333738	10.412638888897218	3.5366886390957952	891fad4c957ffff	9	data4good.population	2019	demographics.population
12158	152	891fa8b204fffff	h3place				10.1659	50.50855	9.0		50.508545783115125	10.165896097169776	50.50763888892929	10.166250000008132	2.113882866535031	891fa8b204fffff	9	data4good.population	2019	demographics.population
12159	393	891fad4537bffff	h3place				10.3575	50.66712	9.0		50.66712021599388	10.357495942372255	50.66597222226275	10.35708333334162	2.020251514002115	891fad4537bffff	9	data4good.population	2019	demographics.population
12223	394	891fad4cb6fffff	h3place				10.41098	50.56311	9.0		50.56310735591169	10.410976847540217	50.56347222226267	10.411250000008328	3.5366886390957952	891fad4cb6fffff	9	data4good.population	2019	demographics.population
12295	395	891fa8b6067ffff	h3place				10.41711	50.53075	9.0		50.53074888887508	10.417108433451284	50.52958333337376	10.417361111119444	1.7315186463733665	891fa8b6067ffff	9	data4good.population	2019	demographics.population
12301	396	891fad4a9a3ffff	h3place				10.16898	50.62768	9.0		50.62767716840125	10.16897689950215	50.62902777781828	10.169027777785912	0.9772383940481996	891fad4a9a3ffff	9	data4good.population	2019	demographics.population
12359	397	891fa8b64cfffff	h3place				10.3804	50.55284	9.0		50.55284355122873	10.380397570748498	50.55263888892933	10.378194444452747	3.5366886390957952	891fa8b64cfffff	9	data4good.population	2019	demographics.population
12434	398	891fad4cb6bffff	h3place				10.40614	50.56268	9.0		50.562684866072225	10.406139487607257	50.561805555596	10.40541666667499	3.5366886390957952	891fad4cb6bffff	9	data4good.population	2019	demographics.population
12640	155	891fad4a913ffff	h3place				10.15719	50.62409	9.0		50.62409487140057	10.157185009239676	50.62541666670717	10.157638888897017	0.9772383940481996	891fad4a913ffff	9	data4good.population	2019	demographics.population
12726	400	891fa8b65cfffff	h3place				10.41425	50.5558	9.0		50.555803832225216	10.41425270018972	50.556805555596	10.413472222230553	3.5366886390957952	891fa8b65cfffff	9	data4good.population	2019	demographics.population
12737	401	891fad4dc87ffff	h3place				10.30498	50.57151	9.0		50.5715084496992	10.304984797996545	50.57041666670712	10.30402777778602	1.0258616639570262	891fad4dc87ffff	9	data4good.population	2019	demographics.population
12740	402	891fa8b2b07ffff	h3place				10.28256	50.49108	9.0		50.4910813241184	10.282558451076	50.49097222226261	10.280138888897111	1.1508156051621077	891fa8b2b07ffff	9	data4good.population	2019	demographics.population
12745	403	891fad4ad2fffff	h3place				10.15601	50.6341	9.0		50.6340958958307	10.15600575286737	50.63458333337384	10.157361111119236	0.9772383940481996	891fad4ad2fffff	9	data4good.population	2019	demographics.population
12765	404	891fa8b624bffff	h3place				10.38285	50.51004	9.0		50.510036103685344	10.382854148857705	50.50958333337374	10.38319444445275	1.6302211712793586	891fa8b624bffff	9	data4good.population	2019	demographics.population
12782	405	891fa8b3013ffff	h3place				10.10612	50.47787	9.0		50.47786620183671	10.106124922027968	50.47819444448482	10.105416666674753	1.004830082656326	891fa8b3013ffff	9	data4good.population	2019	demographics.population
12791	407	891fad4842fffff	h3place				10.05868	50.58996	9.0		50.58995634044836	10.058683853092168	50.58986111115158	10.060972222230273	4.034496347619977	891fad4842fffff	9	data4good.population	2019	demographics.population
12892	408	891fa8b7023ffff	h3place				10.35771	50.49517	9.0		50.49517289525218	10.357712350737488	50.49541666670706	10.355694444452729	1.0836098913891206	891fa8b7023ffff	9	data4good.population	2019	demographics.population
12964	409	891fa8b0613ffff	h3place				10.15883	50.46487	9.0		50.464874402157314	10.158831947309318	50.46430555559592	10.160416666674797	1.2954004903781993	891fa8b0613ffff	9	data4good.population	2019	demographics.population
12973	412	891fad485cbffff	h3place				10.06292	50.59539	9.0		50.595394503830605	10.062917262843728	50.59486111115159	10.064027777785828	4.034496347619977	891fad485cbffff	9	data4good.population	2019	demographics.population
13080	413	891fa8b08c7ffff	h3place				10.27426	50.45742	9.0		50.457424776521215	10.274259614126667	50.45736111115147	10.275138888897107	1.2967513838583256	891fa8b08c7ffff	9	data4good.population	2019	demographics.population
13242	164	891fad4d9b3ffff	h3place				10.36261	50.55887	9.0		50.558873762810315	10.362610813046322	50.55763888892933	10.361805555563844	3.5366886390957952	891fad4d9b3ffff	9	data4good.population	2019	demographics.population
13360	534	891fad41343ffff	h3place				10.11284	50.6479	9.0		50.64790449853686	10.112840661766441	50.647361111151625	10.111805555563643	1.006923471126573	891fad41343ffff	9	data4good.population	2019	demographics.population
13494	535	891fa8b0167ffff	h3place				10.23719	50.46174	9.0		50.46173545261509	10.23719359539485	50.46041666670703	10.237916666674856	1.1159441358328408	891fa8b0167ffff	9	data4good.population	2019	demographics.population
13583	539	891fa8b648fffff	h3place				10.3895	50.5587	9.0		50.55869994875077	10.389496595470103	50.558472222262665	10.390694444452755	3.5366886390957952	891fa8b648fffff	9	data4good.population	2019	demographics.population
13709	260	891fa8b08d3ffff	h3place				10.26673	50.45929	9.0		50.45929083523415	10.266730119161762	50.45902777781814	10.267638888897103	1.2967513838583256	891fa8b08d3ffff	9	data4good.population	2019	demographics.population
13983	261	891fad4a98fffff	h3place				10.15931	50.62681	9.0		50.62681174211161	10.15930747507222	50.62708333337383	10.157916666674792	0.9772383940481996	891fad4a98fffff	9	data4good.population	2019	demographics.population
13984	867	891fa8b659bffff	h3place				10.41581	50.56353	9.0		50.56352965246579	10.415814375359925	50.56402777781823	10.413472222230553	3.5366886390957952	891fa8b659bffff	9	data4good.population	2019	demographics.population
13988	868	891fad4c69bffff	h3place				10.2574	50.6027	9.0		50.602697838336965	10.25740147775215	50.60402777781826	10.25680555556376	1.012359497182277	891fad4c69bffff	9	data4good.population	2019	demographics.population
14044	869	891fad4cb23ffff	h3place				10.41738	50.57125	9.0		50.57125467495117	10.417376405560558	50.56986111115157	10.417083333341669	3.5366886390957952	891fad4cb23ffff	9	data4good.population	2019	demographics.population
14061	870	891fad49c17ffff	h3place				10.06887	50.54536	9.0		50.54536300995941	10.068870712934888	50.544583333373765	10.067361111119164	13.51499928738336	891fad49c17ffff	9	data4good.population	2019	demographics.population
14065	871	891fad49c1bffff	h3place				10.06193	50.54221	9.0		50.54220614383795	10.061929192982777	50.54319444448488	10.064027777785828	13.51499928738336	891fad49c1bffff	9	data4good.population	2019	demographics.population
14066	872	891fad49853ffff	h3place				10.07396	50.52305	9.0		50.52305479639346	10.073959477498509	50.523750000040415	10.071805555563612	2.113882866535031	891fad49853ffff	9	data4good.population	2019	demographics.population
14072	873	891fa8b64a3ffff	h3place				10.39917	50.55955	9.0		50.5595460374715	10.399169978758911	50.558472222262665	10.39708333334165	3.5366886390957952	891fa8b64a3ffff	9	data4good.population	2019	demographics.population
14105	1098	891fad4cc23ffff	h3place				10.3795	50.60335	9.0		50.6033463926698	10.379496324641648	50.60486111115159	10.379861111119414	1.6851729299366347	891fad4cc23ffff	9	data4good.population	2019	demographics.population
14132	1099	891fad48883ffff	h3place				10.14587	50.57506	9.0		50.57505507622648	10.145873893768357	50.57597222226268	10.144861111119226	3.2200093858776166	891fad48883ffff	9	data4good.population	2019	demographics.population
14145	1100	891fa8b64bbffff	h3place				10.39433	50.55912	9.0		50.55912308971558	10.394333203073629	50.55791666670711	10.394583333341648	3.5366886390957952	891fa8b64bbffff	9	data4good.population	2019	demographics.population
14146	1101	891fad49127ffff	h3place				10.05016	50.53861	9.0		50.538612110295254	10.05016318368185	50.53930555559599	10.051805555563597	13.51499928738336	891fad49127ffff	9	data4good.population	2019	demographics.population
14190	418	891fa8b080bffff	h3place				10.27967	50.45284	9.0		50.452837057390006	10.279665709807752	50.45263888892925	10.27930555556378	1.2967513838583256	891fa8b080bffff	9	data4good.population	2019	demographics.population
14303	1510	891fa8b7123ffff	h3place				10.39154	50.49814	9.0		50.49813739260274	10.391535155703433	50.49847222226262	10.3901388888972	1.068982994482304	891fa8b7123ffff	9	data4good.population	2019	demographics.population
14316	1512	891fa8b6453ffff	h3place				10.37827	50.55013	9.0		50.55012684753986	10.378266557390074	50.551527777818215	10.378472222230524	3.5366886390957952	891fa8b6453ffff	9	data4good.population	2019	demographics.population
14330	1513	891fad4a303ffff	h3place				10.05842	50.61268	9.0		50.61267844276386	10.058416266623096	50.6123611111516	10.060138888896937	1.561767350710341	891fad4a303ffff	9	data4good.population	2019	demographics.population
14334	1514	891fad498cbffff	h3place				10.07125	50.52534	9.0		50.52534015483703	10.071249764815542	50.5240277778182	10.072083333341393	2.113882866535031	891fad498cbffff	9	data4good.population	2019	demographics.population
14368	1515	891fad4a91bffff	h3place				10.15506	50.62138	9.0		50.62137788642838	10.155062729523268	50.62208333337383	10.155138888897012	0.9772383940481996	891fad4a91bffff	9	data4good.population	2019	demographics.population
14378	1517	891fad4ad27ffff	h3place				10.15813	50.63681	9.0		50.63681245081819	10.158128464019718	50.63680555559606	10.158472222230348	0.9772383940481996	891fad4ad27ffff	9	data4good.population	2019	demographics.population
14397	1518	891fad4ca63ffff	h3place				10.37441	50.56244	9.0		50.5624384857531	10.374413687043583	50.561805555596	10.375138888897188	3.5366886390957952	891fad4ca63ffff	9	data4good.population	2019	demographics.population
14524	1541	891fad4d0bbffff	h3place				10.24002	50.56323	9.0		50.56322686033679	10.240019862906529	50.56430555559601	10.239305555563746	1.0258616639570262	891fad4d0bbffff	9	data4good.population	2019	demographics.population
14566	1542	891fa8b010bffff	h3place				10.22696	50.46589	9.0		50.46589086642704	10.226959608974177	50.46652777781815	10.22486111111929	1.1159441358328408	891fa8b010bffff	9	data4good.population	2019	demographics.population
14621	1543	891fa8b03b7ffff	h3place				10.22542	50.45816	9.0		50.45815583879615	10.225422227591832	50.45736111115147	10.225694444452625	1.1159441358328408	891fa8b03b7ffff	9	data4good.population	2019	demographics.population
14639	1544	891fa8b650bffff	h3place				10.42179	50.55393	9.0		50.55393182654047	10.421793858077327	50.55513888892933	10.42069444445278	3.5366886390957952	891fa8b650bffff	9	data4good.population	2019	demographics.population
14653	1545	891fa8b0c6bffff	h3place				10.26403	50.46158	9.0		50.46158416041179	10.264026638969717	50.46180555559592	10.264583333341545	1.2967513838583256	891fa8b0c6bffff	9	data4good.population	2019	demographics.population
14664	1546	891fad4889bffff	h3place				10.14104	50.57462	9.0		50.57462181733167	10.141043399307916	50.57513888892935	10.14152777778589	3.2200093858776166	891fad4889bffff	9	data4good.population	2019	demographics.population
14673	1547	891fad4ad57ffff	h3place				10.13395	50.63465	9.0		50.6346450008428	10.133954626308054	50.6351388889294	10.132638888896995	0.9772383940481996	891fad4ad57ffff	9	data4good.population	2019	demographics.population
14734	1549	891fa8b7067ffff	h3place				10.35346	50.48974	9.0		50.48973504685785	10.3534562121206	50.48875000004039	10.354861111119394	1.0836098913891206	891fa8b7067ffff	9	data4good.population	2019	demographics.population
14749	1573	891fad4dc8bffff	h3place				10.29802	50.56836	9.0		50.56836457823282	10.298022257928116	50.56875000004045	10.300138888897129	1.0258616639570262	891fad4dc8bffff	9	data4good.population	2019	demographics.population
14809	21	891fa8b014bffff	h3place				10.21789	50.46002	9.0		50.46001849821219	10.217893110731149	50.46013888892925	10.219027777785952	1.1159441358328408	891fa8b014bffff	9	data4good.population	2019	demographics.population
14815	1576	891fad4981bffff	h3place				10.0809	50.52621	9.0		50.52621156024007	10.080900047737176	50.52708333337375	10.079861111119174	2.113882866535031	891fad4981bffff	9	data4good.population	2019	demographics.population
14816	1577	891fad4cb1bffff	h3place				10.40016	50.57228	9.0		50.57228024266347	10.400157559379466	50.57263888892935	10.400694444452764	3.5366886390957952	891fad4cb1bffff	9	data4good.population	2019	demographics.population
14856	1578	891fad4e60bffff	h3place				10.24035	50.64415	9.0		50.64414573032703	10.240351535714424	50.64430555559607	10.238194444452636	1.020713232893291	891fad4e60bffff	9	data4good.population	2019	demographics.population
14904	1583	891fad41987ffff	h3place				10.22504	50.67057	9.0		50.67056925479007	10.225039004786227	50.66986111115165	10.22486111111929	0.9072623784221716	891fad41987ffff	9	data4good.population	2019	demographics.population
14927	1584	891fa8b5487ffff	h3place				10.35093	50.46925	9.0		50.46925286714759	10.3509261304373	50.46902777781815	10.34986111111939	1.0836098913891206	891fa8b5487ffff	9	data4good.population	2019	demographics.population
15024	1585	891fad41ecbffff	h3place				10.14126	50.65551	9.0		50.655508956595305	10.141260699004217	50.65458333337386	10.139861111119222	1.0403752991082102	891fad41ecbffff	9	data4good.population	2019	demographics.population
15062	2	891fa8b0407ffff	h3place				10.18119	50.48207	9.0		50.48206799567091	10.181191269313326	50.48263888892927	10.18347222223037	1.2075445261301274	891fa8b0407ffff	9	data4good.population	2019	demographics.population
15101	4	891fad4c90fffff	h3place				10.42264	50.58942	9.0		50.58941732303799	10.422635711873248	50.590416666707135	10.424583333341673	3.5366886390957952	891fad4c90fffff	9	data4good.population	2019	demographics.population
15111	6	891fa8b609bffff	h3place				10.40089	50.54452	9.0		50.54451572413951	10.400886855021755	50.545972222262655	10.401527777786098	3.5366886390957952	891fa8b609bffff	9	data4good.population	2019	demographics.population
15143	7	891fa8b638bffff	h3place				10.42251	50.52616	9.0		50.52615862299564	10.422514488323186	50.52680555559598	10.424027777786115	1.7315186463733665	891fa8b638bffff	9	data4good.population	2019	demographics.population
15144	17	891fa8b0867ffff	h3place				10.2899	50.44868	9.0		50.44867543042973	10.289897249388597	50.450138888929246	10.289861111119343	1.2967513838583256	891fa8b0867ffff	9	data4good.population	2019	demographics.population
15157	20	891fad4cd93ffff	h3place				10.395	50.61734	9.0		50.61734335530849	10.395002277710736	50.616805555596045	10.39430555556387	1.6851729299366347	891fad4cd93ffff	9	data4good.population	2019	demographics.population
15168	22	891fa8b244bffff	h3place				10.14211	50.52413	9.0		50.52412923900999	10.142114578090467	50.52486111115153	10.143750000008117	2.113882866535031	891fa8b244bffff	9	data4good.population	2019	demographics.population
15169	23	891fad49133ffff	h3place				10.04263	50.54046	9.0		50.54045915354604	10.042627157253413	50.54069444448488	10.041250000008032	1.5916491837771316	891fad49133ffff	9	data4good.population	2019	demographics.population
15210	24	891fad4d9a7ffff	h3place				10.37015	50.55701	9.0		50.55700545318294	10.370151847077045	50.55819444448489	10.369583333341629	3.5366886390957952	891fad4d9a7ffff	9	data4good.population	2019	demographics.population
15213	26	891fad4a96fffff	h3place				10.16591	50.61224	9.0		50.6122405827735	10.165909016404267	50.61347222226271	10.165416666674798	3.184782488615641	891fad4a96fffff	9	data4good.population	2019	demographics.population
15295	27	891fa8b0e9bffff	h3place				10.2399	50.45944	9.0		50.45944290115131	10.239897610294879	50.4595833333737	10.240694444452636	1.1159441358328408	891fa8b0e9bffff	9	data4good.population	2019	demographics.population
15302	29	891fa8b0093ffff	h3place				10.18931	50.4752	9.0		50.475196991689955	10.189308536965502	50.47569444448482	10.188472222230372	1.2075445261301274	891fa8b0093ffff	9	data4good.population	2019	demographics.population
15312	30	891fad411d3ffff	h3place				10.12167	50.67648	9.0		50.67647762392882	10.121670711406331	50.67625000004054	10.124027777785876	0.9675984873823776	891fad411d3ffff	9	data4good.population	2019	demographics.population
15362	31	891fad4c93bffff	h3place				10.42748	50.58984	9.0		50.589839291021136	10.427475387283044	50.58875000004047	10.428750000008344	3.5366886390957952	891fad4c93bffff	9	data4good.population	2019	demographics.population
15368	32	891fad4d9bbffff	h3place				10.36048	50.55616	9.0		50.55615704664023	10.360480482934886	50.55736111115156	10.360694444452731	3.5366886390957952	891fad4d9bbffff	9	data4good.population	2019	demographics.population
15402	33	891fad4c323ffff	h3place				10.33071	50.58136	9.0		50.58136319898458	10.330713841651905	50.58180555559602	10.330694444452709	3.5366886390957952	891fad4c323ffff	9	data4good.population	2019	demographics.population
15419	35	891fad4cd67ffff	h3place				10.40911	50.60088	9.0		50.600879632312335	10.40910734100937	50.601527777818255	10.409305555563884	3.5366886390957952	891fad4cd67ffff	9	data4good.population	2019	demographics.population
15426	41	891fad48a07ffff	h3place				10.13916	50.54916	9.0		50.549163381837104	10.139164858164175	50.54819444448488	10.140416666674778	7.980885360070999	891fad48a07ffff	9	data4good.population	2019	demographics.population
15433	45	891fad48c0fffff	h3place				10.13291	50.58148	9.0		50.581477238359604	10.132911796634607	50.58263888892935	10.133750000008106	3.2200093858776166	891fad48c0fffff	9	data4good.population	2019	demographics.population
